Original Title,Cited Articles
Sphere packings,Lectures on discrete and polyhedral geometry
Sphere packings,Covering the sphere by equal spherical balls
Sphere packings,Sphere packing bounds via spherical codes
Sphere packings,Densest lattice packings of 3-polytopes
Sphere packings,Augmented sparse principal component analysis for high dimensional data
Sphere packings,2 Packing and Covering
Sphere packings,Classification of eight-dimensional perfect forms
Sphere packings,A better approximation algorithm for computing connected dominating sets in unit ball graphs
Sphere packings,"Packing, covering and tiling in two-dimensional spaces"
Sphere packings,A PTAS for minimum connected dominating set in 3-dimensional wireless sensor networks
Sphere packings,Improved sphere packing lower bounds from Hurwitz lattices
Sphere packings,Jammed packings of hard particles
Sphere packings,The application of discrete element modelling to finite deformation problems in geomechanics
Sphere packings,Real-time monitoring of viable bioaerosols: capability of the UVAPS to predict the amount of individual microorganisms in aerosol particles
Sphere packings,The thirteen spheres: A new proof
Sphere packings,Existence and spatial limit theorems for lattice and continuum particle systems
Sphere packings,Hard convex lens-shaped particles: Characterization of dense disordered packings
Sphere packings,Information without rolling dice
Sphere packings,A PTAS for minimum weighted connected vertex cover problem in 3-dimensional wireless sensor networks
Sphere packings,A space-time adaptive method for reservoir flows: formulation and one-dimensional application
Sphere packings,Normal approximation for coverage models over binomial point processes
Sphere packings,From deep holes to free planes
Sphere packings,Bounds for local density of sphere packings and the Kepler conjecture
Sphere packings,Local complexity of Delone sets and crystallinity
Sphere packings,Fourier Analysis on Polytopes and the Geometry of Numbers: Part I: A Friendly Introduction
Sphere packings,Evaporation-driven assembly of colloidal nanoparticles into clusters: A dissipative particle dynamics study
Sphere packings,Three-dimensional discrete element simulations of direct shear tests
Sphere packings,Colloidal asphaltenes—non-extinct “Dinosaurs” in native petroleum
Sphere packings,The problem of thirteen spheres—a proof for undergraduates
Sphere packings,The importance of the local structure of fractal aggregates
Sphere packings,On the sausage catastrophe in 4 dimensions
The kissing number in four dimensions,Jammed hard-particle packings: From Kepler to Bernal and beyond
The kissing number in four dimensions,Discrete energy on rectifiable sets
The kissing number in four dimensions,Algebraic combinatorics
The kissing number in four dimensions,Power-efficient modulation formats in coherent transmission systems
The kissing number in four dimensions,Commutative association schemes
The kissing number in four dimensions,Perspective: Basic understanding of condensed phases of matter via packing models
The kissing number in four dimensions,Concise encyclopedia of coding theory
The kissing number in four dimensions,A survey on spherical designs and algebraic combinatorics on spheres
The kissing number in four dimensions,Optimal asymptotic bounds for spherical designs
The kissing number in four dimensions,New upper bounds for kissing numbers from semidefinite programming
The kissing number in four dimensions,Distributing many points on spheres: minimal energy and designs
The kissing number in four dimensions,"Double bubble, toil and trouble: enhancing certified robustness through transitivity"
The kissing number in four dimensions,High-dimensional sphere packing and the modular bootstrap
The kissing number in four dimensions,Classical topics in discrete geometry
The kissing number in four dimensions,Lectures on discrete and polyhedral geometry
The kissing number in four dimensions,The Tammes Problem for N = 14
The kissing number in four dimensions,Solving clustered low-rank semidefinite programs arising from polynomial optimization
The kissing number in four dimensions,High-accuracy semidefinite programming bounds for kissing numbers
The kissing number in four dimensions,2 Packing and Covering
The kissing number in four dimensions,Kissing to find a match: efficient low-rank permutation representation
The kissing number in four dimensions,On kissing numbers and spherical codes in high dimensions
The kissing number in four dimensions,Hard-sphere crystallization gets rarer with increasing dimension
The kissing number in four dimensions,The strong thirteen spheres problem
The kissing number in four dimensions,On polarization of spherical codes and designs
The kissing number in four dimensions,Improving the semidefinite programming bound for the kissing number by exploiting polynomial symmetry
The kissing number in four dimensions,Universal lower bounds for potential energy of spherical codes
The kissing number in four dimensions,A panorama of positivity. I: Dimension free
The kissing number in four dimensions,Geometrical frustration: A study of four-dimensional hard spheres
The kissing number in four dimensions,A survey on the kissing numbers
The kissing number in four dimensions,Differentially private analysis of outliers
The kissing number in four dimensions,Optimality of spherical codes via exact semidefinite programming bounds
The kissing number in four dimensions,Random sequential covering
The kissing number in four dimensions,The magic of 8 and 24
The kissing number in four dimensions,Absolute minima of potentials of certain regular spherical configurations
The kissing number in four dimensions,A five distance theorem for Kronecker sequences
The kissing number in four dimensions,Optimal and non-optimal lattices for non-completely monotone interaction potentials
The kissing number in four dimensions,Order and disorder in energy minimization
The kissing number in four dimensions,"Packing, coding, and ground states"
The kissing number in four dimensions,Four-point semidefinite bound for equiangular lines
The kissing number in four dimensions,The kissing number in 48 dimensions for codes with certain forbidden distances is 52 416 000
The kissing number in four dimensions,Rigidity of spherical codes
The kissing number in four dimensions,Contact numbers for sphere packings
The kissing number in four dimensions,Multidimensional optimized optical modulation formats
The kissing number in four dimensions,TD-pairs and the 𝑞-Onsager algebra
The kissing number in four dimensions,Multivariate positive definite functions on spheres.
The kissing number in four dimensions,Absolute minima of potentials of a certain class of spherical designs
The kissing number in four dimensions,Semidefinite programming bounds for distance distribution of spherical codes
The kissing number in four dimensions,Differential Privacy Under Class Imbalance: Methods and Empirical Insights
The kissing number in four dimensions,Kissing numbers and the centered maximal operator
The kissing number in four dimensions,Densest local sphere-packing diversity: General concepts and application to two dimensions
Quantum t-designs: t-wise independence in the quantum world,Quantum machine learning: from physics to software engineering
Quantum t-designs: t-wise independence in the quantum world,Information-theoretic bounds on quantum advantage in machine learning
Quantum t-designs: t-wise independence in the quantum world,Maximum Entropy Principle in Deep Thermalization and in Hilbert-Space Ergodicity
Quantum t-designs: t-wise independence in the quantum world,An initialization strategy for addressing barren plateaus in parametrized quantum circuits
Quantum t-designs: t-wise independence in the quantum world,Theory of quantum system certification
Quantum t-designs: t-wise independence in the quantum world,Chaos and complexity by design
Quantum t-designs: t-wise independence in the quantum world,Analysing quantum systems with randomised measurements
Quantum t-designs: t-wise independence in the quantum world,Preparing random states and benchmarking with many-body quantum chaos
Quantum t-designs: t-wise independence in the quantum world,Random quantum circuits are approximate unitary -designs in depth
Quantum t-designs: t-wise independence in the quantum world,Exact and approximate unitary 2-designs and their application to fidelity estimation
Quantum t-designs: t-wise independence in the quantum world,Models of quantum complexity growth
Quantum t-designs: t-wise independence in the quantum world,Experimental single-setting quantum state tomography
Quantum t-designs: t-wise independence in the quantum world,Exact emergent quantum state designs from quantum chaotic dynamics
Quantum t-designs: t-wise independence in the quantum world,Robust dynamic hamiltonian engineering of many-body spin systems
Quantum t-designs: t-wise independence in the quantum world,Dynamical purification and the emergence of quantum state designs from the projected ensemble
Quantum t-designs: t-wise independence in the quantum world,Quantum pseudorandomness and classical complexity
Quantum t-designs: t-wise independence in the quantum world,The Clifford group forms a unitary 3-design
Quantum t-designs: t-wise independence in the quantum world,Random quantum circuits are approximate 2-designs
Quantum t-designs: t-wise independence in the quantum world,Multiqubit Clifford groups are unitary 3-designs
Quantum t-designs: t-wise independence in the quantum world,Low rank matrix recovery from rank one measurements
Quantum t-designs: t-wise independence in the quantum world,Pseudorandom quantum states
Quantum t-designs: t-wise independence in the quantum world,Solvable model of deep thermalization with distinct design times
Quantum t-designs: t-wise independence in the quantum world,Emergent quantum state designs from individual many-body wave functions
Quantum t-designs: t-wise independence in the quantum world,"Hypercontractivity, sum-of-squares proofs, and their applications"
Quantum t-designs: t-wise independence in the quantum world,Quantum copy-protection and quantum money
Quantum t-designs: t-wise independence in the quantum world,Shadow tomography from emergent state designs in analog quantum simulators
Quantum t-designs: t-wise independence in the quantum world,Interactive proofs for quantum computations
Quantum t-designs: t-wise independence in the quantum world,Pseudorandom (function-like) quantum state generators: New definitions and applications
Quantum t-designs: t-wise independence in the quantum world,Predicting gibbs-state expectation values with pure thermal shadows
Quantum t-designs: t-wise independence in the quantum world,Distinguishability of quantum states under restricted families of measurements with an application to quantum data hiding
Quantum t-designs: t-wise independence in the quantum world,Benchmarking and linear response modeling of high-fidelity Rydberg gates
Quantum t-designs: t-wise independence in the quantum world,Clifford group and unitary designs under symmetry
Quantum t-designs: t-wise independence in the quantum world,A variational quantum algorithm for the Feynman-Kac formula
Quantum t-designs: t-wise independence in the quantum world,Continuous-variable quantum state designs: theory and applications
Quantum t-designs: t-wise independence in the quantum world,Some applications of hypercontractive inequalities in quantum information theory
Quantum t-designs: t-wise independence in the quantum world,A partial derandomization of phaselift using spherical designs
Quantum t-designs: t-wise independence in the quantum world,Thermalization and canonical typicality in translation-invariant quantum lattice systems
Quantum t-designs: t-wise independence in the quantum world,An exponentially-growing family of universal quantum circuits
Quantum t-designs: t-wise independence in the quantum world,Quantum Circuits for Exact Unitary -Designs and Applications to Higher-Order Randomized Benchmarking
Quantum t-designs: t-wise independence in the quantum world,Deep thermalization under charge-conserving quantum dynamics
Quantum t-designs: t-wise independence in the quantum world,Pseudorandom strings from pseudorandom quantum states
Quantum t-designs: t-wise independence in the quantum world,Linear growth of circuit complexity from Brownian dynamics
Quantum t-designs: t-wise independence in the quantum world,Unitary designs and codes
Quantum t-designs: t-wise independence in the quantum world,Approximate -Designs in Generic Circuit Architectures
Quantum t-designs: t-wise independence in the quantum world,Stable low-rank matrix recovery via null space properties
Quantum t-designs: t-wise independence in the quantum world,Quantum physical unclonable functions: Possibilities and impossibilities
Quantum t-designs: t-wise independence in the quantum world,Entanglement features of random neural network quantum states
Quantum t-designs: t-wise independence in the quantum world,Quantum topological data analysis with linear depth and exponential speedup
Quantum t-designs: t-wise independence in the quantum world,Robust nonnegative sparse recovery and the nullspace property of 0/1 measurements
Quantum t-designs: t-wise independence in the quantum world,Emergent Randomness from Many-Body Quantum Chaos
Equidistribution on the sphere,Multivariate empirical mode decomposition
Equidistribution on the sphere,Empirical mode decomposition-based time-frequency analysis of multivariate signals: The power of adaptive data analysis
Equidistribution on the sphere,Hybrid wind speed forecasting model based on multivariate data secondary decomposition approach and deep learning algorithm with attention mechanism
Equidistribution on the sphere,Distributing many points on a sphere
Equidistribution on the sphere,Ergonomic risk assessment based on computer vision and machine learning
Equidistribution on the sphere,Spherical harmonics and approximations on the unit sphere: an introduction
Equidistribution on the sphere,Filter bank property of multivariate empirical mode decomposition
Equidistribution on the sphere,Measurement of areas on a sphere using Fibonacci and latitude–longitude lattices
Equidistribution on the sphere,Constructive approximation on the sphere: with applications to geomathematics
Equidistribution on the sphere,Classification of motor imagery BCI using multivariate empirical mode decomposition
Equidistribution on the sphere,Sampling with Hammersley and Halton points
Equidistribution on the sphere,EMD via MEMD: multivariate noise-aided computation of standard EMD
Equidistribution on the sphere,Extremal systems of points and numerical integration on the sphere
Equidistribution on the sphere,Multiscale potential theory: with applications to geoscience
Equidistribution on the sphere,Learning shape: optimal models for analysing natural variability
Equidistribution on the sphere,The distribution of points on the sphere and corresponding cubature formulae
Equidistribution on the sphere,Distributing many points on spheres: minimal energy and designs
Equidistribution on the sphere,A Comparison of Popular Point Configurations on
Equidistribution on the sphere,Special functions of mathematical (geo-) physics
Equidistribution on the sphere,Numerical integration on the sphere
Equidistribution on the sphere,QMC designs: optimal order quasi Monte Carlo integration schemes on the sphere
Equidistribution on the sphere,Anisotropic noise propagation in diffusion tensor MRI sampling schemes
Equidistribution on the sphere,"Lectures on constructive approximation: Fourier, spline, and wavelet methods on the real line, the sphere, and the ball"
Equidistribution on the sphere,Generalized moving least squares vs. radial basis function finite difference methods for approximating surface derivatives
Equidistribution on the sphere,The rhombic dodecahedron map: An efficient scheme for encoding panoramic video
Equidistribution on the sphere,Variance analysis for Monte Carlo integration
Equidistribution on the sphere,Wavelets in geodesy and geodynamics
Equidistribution on the sphere,"Orthogonal and nonorthogonal multiresolution analysis, scale discrete and exact fully discrete wavelet transform on the sphere"
Equidistribution on the sphere,Classification of non-motor cognitive task in EEG based brain-computer interface using phase space features in multivariate empirical mode decomposition …
Equidistribution on the sphere,"Distributing points on the sphere: partitions, separation, quadrature and energy."
Equidistribution on the sphere,Integration and cubature methods: A geomathematically oriented course
Equidistribution on the sphere,Existence of solutions to systems of underdetermined equations and spherical designs
Equidistribution on the sphere,Quadrature rules and distribution of points on manifolds
Equidistribution on the sphere,Regularization wavelets and multiresolution
Equidistribution on the sphere,A survey on spherical spline approximation
Equidistribution on the sphere,Automated classification of non-motor mental task in electroencephalogram based brain-computer interface using multivariate autoregressive model in the …
Equidistribution on the sphere,Spherical sampling
Equidistribution on the sphere,Efficient algorithms for the computation of optimal quadrature points on Riemannian manifolds
Equidistribution on the sphere,EEG gamma band oscillations differentiate the planning of spatially directed movements of the arm versus eye: multivariate empirical mode decomposition analysis
Equidistribution on the sphere,A simple proof of Stolarsky's invariance principle
Equidistribution on the sphere,The spherical ensemble and quasi-Monte-Carlo designs
Equidistribution on the sphere,Sparse regularization of inverse gravimetry—case study: spatial and temporal mass variations in South America
Equidistribution on the sphere,Bidimensional multivariate empirical mode decomposition with applications in multi-scale image fusion
Equidistribution on the sphere,Vortex lattice theory: A particle interaction perspective
Equidistribution on the sphere,Localized bases for kernel spaces on the unit sphere
Equidistribution on the sphere,Constructive approximation and numerical methods in geodetic research today–an attempt at a categorization based on an uncertainty principle
Equidistribution on the sphere,Mode decomposition-based time-varying phase synchronization for fMRI
Equidistribution on the sphere,Quasi–Monte Carlo rules for numerical integration over the unit sphere
Equidistribution on the sphere,Fast and accurate superpixel algorithms for 360∘ images
Equidistribution on the sphere,Introducing localized constraints in global geomagnetic field modelling
On tight spherical designs,Algebraic combinatorics
On tight spherical designs,McLaren's improved snub cube and other new spherical designs in three dimensions
On tight spherical designs,Grundzüge einer nichtkommutativen Designtheorie
On tight spherical designs,Quantum designs: Foundations of a noncommutative design theory
On tight spherical designs,Sum of even powers of real linear forms
On tight spherical designs,Extremal systems of points and numerical integration on the sphere
On tight spherical designs,Concise encyclopedia of coding theory
On tight spherical designs,A survey on spherical designs and algebraic combinatorics on spheres
On tight spherical designs,Strongly regular graphs
On tight spherical designs,Optimal asymptotic bounds for spherical designs
On tight spherical designs,Polynomial interpolation and hyperinterpolation over general regions
On tight spherical designs,The distribution of points on the sphere and corresponding cubature formulae
On tight spherical designs,Strongly regular graphs
On tight spherical designs,Distributing many points on spheres: minimal energy and designs
On tight spherical designs,Efficient spherical designs with good geometric properties
On tight spherical designs,Numerical integration on the sphere
On tight spherical designs,QMC designs: optimal order quasi Monte Carlo integration schemes on the sphere
On tight spherical designs,Optimizing quantum process tomography with unitary 2-designs
On tight spherical designs,Multivariate polynomial approximation
On tight spherical designs,The Erdos discrepancy problem
On tight spherical designs,SQ lower bounds for learning mixtures of linear classifiers
On tight spherical designs,Perfect state transfer on distance-regular graphs and association schemes
On tight spherical designs,Upper bounds for s-distance sets and equiangular lines
On tight spherical designs,Uniqueness of certain spherical codes
On tight spherical designs,"Orthogonal and nonorthogonal multiresolution analysis, scale discrete and exact fully discrete wavelet transform on the sphere"
On tight spherical designs,Optimal measures for p-frame energies on spheres
On tight spherical designs,The nonexistence of certain tight spherical designs
On tight spherical designs,Integration and cubature methods: A geomathematically oriented course
On tight spherical designs,On upper bounds for code distance and covering radius of designs in polynomial metric spaces
On tight spherical designs,Probabilistic frames: an overview
On tight spherical designs,Bypassing the quadrature exactness assumption of hyperinterpolation on the sphere
On tight spherical designs,Construction of spherical t -designs
On tight spherical designs,Hyperinterpolation on the sphere at the minimal projection order
On tight spherical designs,Self-dual codes over the Kleinian four group
On tight spherical designs,Universal lower bounds for potential energy of spherical codes
On tight spherical designs,Additive combinatorics: A menu of research problems
On tight spherical designs,Spherical t-design for characterizing the spatial response of microphone arrays
On tight spherical designs,Min-max polarization for certain classes of sharp configurations on the sphere
On tight spherical designs,A new directional simulation method for system reliability. Part I: application of deterministic point sets
On tight spherical designs,Orthogonal polynomials in coding theory and algebraic combinatorics
On tight spherical designs,A variational characterisation of spherical designs
On tight spherical designs,On tight spherical designs
On tight spherical designs,On tight -designs in compact symmetric spaces of rank one
On tight spherical designs,Design theory from the viewpoint of algebraic combinatorics
On tight spherical designs,Complex spherical designs and codes
On tight spherical designs,Hyperinterpolation on the sphere
On tight spherical designs,A generalization of Larman–Rogers–Seidel's theorem
On tight spherical designs,Asymptotically optimal designs on compact algebraic manifolds
On tight spherical designs,Decompositions of Powers of Quadrics
On tight spherical designs,Numerical evaluation of orientation averages and its application to molecular physics
Polynomial interpolation and hyperinterpolation over general regions,Some recent results and proposals for the use of radial basis functions in the BEM
Polynomial interpolation and hyperinterpolation over general regions,Chebyshev and Fourier spectral methods
Polynomial interpolation and hyperinterpolation over general regions,Radial basis functions
Polynomial interpolation and hyperinterpolation over general regions,Efficient spherical designs with good geometric properties
Polynomial interpolation and hyperinterpolation over general regions,Numerical integration on the sphere
Polynomial interpolation and hyperinterpolation over general regions,How good can polynomial interpolation on the sphere be?
Polynomial interpolation and hyperinterpolation over general regions,Multivariate polynomial approximation
Polynomial interpolation and hyperinterpolation over general regions,Trefftz methods for time dependent partial differential equations
Polynomial interpolation and hyperinterpolation over general regions,Constructive polynomial approximation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Fully discrete spectral boundary integral methods for Helmholtz problems on smooth closed surfaces in
Polynomial interpolation and hyperinterpolation over general regions,Rotationally invariant quadratures for the sphere
Polynomial interpolation and hyperinterpolation over general regions,Lasso hyperinterpolation over general regions
Polynomial interpolation and hyperinterpolation over general regions,Integration and cubature methods: A geomathematically oriented course
Polynomial interpolation and hyperinterpolation over general regions,Localized linear polynomial operators and quadrature formulas on the sphere
Polynomial interpolation and hyperinterpolation over general regions,"An arbitrary-order, fully implicit, hybrid kinetic solver for linear radiative transport using integral deferred correction"
Polynomial interpolation and hyperinterpolation over general regions,Bypassing the quadrature exactness assumption of hyperinterpolation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Filtered hyperinterpolation: a constructive polynomial approximation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Hyperinterpolation on the sphere at the minimal projection order
Polynomial interpolation and hyperinterpolation over general regions,Reconstructing an function on the sphere from its means along vertical slices
Polynomial interpolation and hyperinterpolation over general regions,Discrete Legendre spectral projection methods for Fredholm–Hammerstein integral equations
Polynomial interpolation and hyperinterpolation over general regions,On the quadrature exactness in hyperinterpolation
Polynomial interpolation and hyperinterpolation over general regions,Regularized least squares approximations on the sphere using spherical designs
Polynomial interpolation and hyperinterpolation over general regions,Caratheodory-tchakaloff subsampling
Polynomial interpolation and hyperinterpolation over general regions,Numerical hyperinterpolation over spherical triangles
Polynomial interpolation and hyperinterpolation over general regions,A new kernel method for the uniform approximation in reproducing kernel Hilbert spaces
Polynomial interpolation and hyperinterpolation over general regions,Construction and application of provable positive and exact cubature formulas
Polynomial interpolation and hyperinterpolation over general regions,An abstract approach to Marcinkiewicz-Zygmund inequalities for approximation and quadrature in modulation spaces
Polynomial interpolation and hyperinterpolation over general regions,Hyperinterpolation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Improvements to a class of hybrid methods for radiation transport: Nyström reconstruction and defect correction methods
Polynomial interpolation and hyperinterpolation over general regions,On the computation of nonnegative quadrature weights on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Radial basis function approximation with distributively stored data on spheres
Polynomial interpolation and hyperinterpolation over general regions,Distributed filtered hyperinterpolation for noisy data on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Electrical impedance tomography: 3D reconstructions using scattering transforms
Polynomial interpolation and hyperinterpolation over general regions,Distributed learning via filtered hyperinterpolation on manifolds
Polynomial interpolation and hyperinterpolation over general regions,A survey on bivariate Lagrange interpolation on Lissajous nodes
Polynomial interpolation and hyperinterpolation over general regions,On generalized hyperinterpolation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Spherical configurations and quadrature methods for integral equations of the second kind
Polynomial interpolation and hyperinterpolation over general regions,On the norm of the hyperinterpolation operator on the unit disc and its use for the solution of the nonlinear Poisson equation
Polynomial interpolation and hyperinterpolation over general regions,On filtered polynomial approximation on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Spectral numerical exterior calculus methods for differential equations on radial manifolds
Polynomial interpolation and hyperinterpolation over general regions,New cubature formulae and hyperinterpolation in three variables
Polynomial interpolation and hyperinterpolation over general regions,Tikhonov regularization for polynomial approximation problems in Gauss quadrature points
Polynomial interpolation and hyperinterpolation over general regions,Multivariate polynomial interpolation on Lissajous–Chebyshev nodes
Polynomial interpolation and hyperinterpolation over general regions,Lasso trigonometric polynomial approximation for periodic function recovery in equidistant points
Polynomial interpolation and hyperinterpolation over general regions,Cubature formulae for nearly singular and highly oscillating integrals
Polynomial interpolation and hyperinterpolation over general regions,On the norm of the hyperinterpolation operator on the d-dimensional cube
Polynomial interpolation and hyperinterpolation over general regions,Needlet approximation for isotropic random fields on the sphere
Polynomial interpolation and hyperinterpolation over general regions,Nontensorial Clenshaw–Curtis cubature
Polynomial interpolation and hyperinterpolation over general regions,Bivariate Lagrange interpolation at the node points of Lissajous curves–the degenerate case
Polynomial interpolation and hyperinterpolation over general regions,A pseudospectral three-dimensional boundary integral method applied to a nonlinear model problem from finite elasticity
Universal bounds for codes and designs,Discrete energy on rectifiable sets
Universal bounds for codes and designs,Orthogonal arrays: theory and applications
Universal bounds for codes and designs,Algebraic combinatorics
Universal bounds for codes and designs,Universally optimal distribution of points on spheres
Universal bounds for codes and designs,Symmetric informationally complete positive-operator-valued measures: A new computer study
Universal bounds for codes and designs,Tight informationally complete quantum measurements
Universal bounds for codes and designs,Self-dual codes and invariant theory
Universal bounds for codes and designs,Association schemes and coding theory
Universal bounds for codes and designs,List decoding of error-correcting codes: winning thesis of the 2002 ACM doctoral dissertation competition
Universal bounds for codes and designs,Concise encyclopedia of coding theory
Universal bounds for codes and designs,A survey on spherical designs and algebraic combinatorics on spheres
Universal bounds for codes and designs,Upper bounds for constant-weight codes
Universal bounds for codes and designs,High-dimensional sphere packing and the modular bootstrap
Universal bounds for codes and designs,A partial derandomization of phaselift using spherical designs
Universal bounds for codes and designs,Optimizing quantum process tomography with unitary 2-designs
Universal bounds for codes and designs,Invariant semidefinite programs
Universal bounds for codes and designs,Sum-of-squares hierarchies for binary polynomial optimization
Universal bounds for codes and designs,Weighted complex projective 2-designs from bases: optimal state determination by orthogonal measurements
Universal bounds for codes and designs,Coding theory: Tutorial & survey
Universal bounds for codes and designs,Riesz and Green energy on projective spaces
Universal bounds for codes and designs,Integral points on elliptic curves and 3-torsion in class groups
Universal bounds for codes and designs,Asymptotic frame theory for analog coding
Universal bounds for codes and designs,Теория кодирования
Universal bounds for codes and designs,Optimal measures for p-frame energies on spheres
Universal bounds for codes and designs,Upper bounds for packings of spheres of several radii
Universal bounds for codes and designs,A moment ratio bound for polynomials and some extremal properties of Krawchouk polynomials and Hamming spheres
Universal bounds for codes and designs,On polarization of spherical codes and designs
Universal bounds for codes and designs,Universal lower bounds for potential energy of spherical codes
Universal bounds for codes and designs,One more proof of the first linear programming bound for binary codes and two conjectures
Universal bounds for codes and designs,Min-max polarization for certain classes of sharp configurations on the sphere
Universal bounds for codes and designs,New bounds on the size of binary codes with large minimum distance
Universal bounds for codes and designs,Energy on spheres and discreteness of minimizing measures
Universal bounds for codes and designs,Universal minima of discrete potentials for sharp spherical codes
Universal bounds for codes and designs,Absolute minima of potentials of certain regular spherical configurations
Universal bounds for codes and designs,Asymptotic overview on separating codes
Universal bounds for codes and designs,The thirteen spheres: A new proof
Universal bounds for codes and designs,Linear programming bounds for codes via a covering argument
Universal bounds for codes and designs,Linear programming bounds for codes in Grassmannian spaces
Universal bounds for codes and designs,The topology of projective codes and the distribution of zeros of odd maps
Universal bounds for codes and designs,Point distributions in two‐point homogeneous spaces
Universal bounds for codes and designs,Nonexistence of a few binary orthogonal arrays
Universal bounds for codes and designs,Nonnegative quadratic forms and bounds on orthogonal polynomials
Universal bounds for codes and designs,"Gauss and Markov quadrature formulae with nodes at zeros of eigenfunctions of a Sturm-Liouville problem, which are exact for entire functions of exponential type"
Universal bounds for codes and designs,On designs in compact metric spaces and a universal bound on their size
Universal bounds for codes and designs,On the optimum of Delsarte's linear program
Universal bounds for codes and designs,Stolarsky's invariance principle for projective spaces
Universal bounds for codes and designs,Geodesic Distance Riesz Energy on Projective Spaces
Universal bounds for codes and designs,The kissing number in 48 dimensions for codes with certain forbidden distances is 52 416 000
Universal bounds for codes and designs,Necessary conditions for existence of some designs in polynomial metric spaces
Universal bounds for codes and designs,Energy bounds for weighted spherical codes and designs via linear programming
The distribution of points on the sphere and corresponding cubature formulae,Fundamentals of spherical array processing
The distribution of points on the sphere and corresponding cubature formulae,Real-space grid implementation of the projector augmented wave method
The distribution of points on the sphere and corresponding cubature formulae,Binaural rendering of Ambisonic signals by head-related impulse response time alignment and a diffuseness constraint
The distribution of points on the sphere and corresponding cubature formulae,New methods in diffusion-weighted and diffusion tensor imaging
The distribution of points on the sphere and corresponding cubature formulae,Parametric ambisonic encoding of arbitrary microphone arrays
The distribution of points on the sphere and corresponding cubature formulae,Extremal systems of points and numerical integration on the sphere
The distribution of points on the sphere and corresponding cubature formulae,Flexible and optimal design of spherical microphone arrays for beamforming
The distribution of points on the sphere and corresponding cubature formulae,Optimal modal beamforming for spherical microphone arrays
The distribution of points on the sphere and corresponding cubature formulae,Efficient spherical designs with good geometric properties
The distribution of points on the sphere and corresponding cubature formulae,Continuous covering location problems
The distribution of points on the sphere and corresponding cubature formulae,High order spatial audio capture and its binaural head-tracked playback over headphones with HRTF cues
The distribution of points on the sphere and corresponding cubature formulae,How good can polynomial interpolation on the sphere be?
The distribution of points on the sphere and corresponding cubature formulae,Numerical integration on the sphere and its effect on the material symmetry of constitutive equations—a comparative study
The distribution of points on the sphere and corresponding cubature formulae,Mixed source sound field translation for virtual binaural application with perceptual validation
The distribution of points on the sphere and corresponding cubature formulae,A discrete fibre dispersion method for excluding fibres under compression in the modelling of fibrous tissues
The distribution of points on the sphere and corresponding cubature formulae,Theory and design of multizone soundfield reproduction using sparse methods
The distribution of points on the sphere and corresponding cubature formulae,Regularized HRTF fitting using spherical harmonics
The distribution of points on the sphere and corresponding cubature formulae,Microphone arrays and sound field decomposition for dynamic binaural recording
The distribution of points on the sphere and corresponding cubature formulae,Reformulation descent applied to circle packing problems
The distribution of points on the sphere and corresponding cubature formulae,Soundfield navigation using an array of higher-order ambisonics microphones
The distribution of points on the sphere and corresponding cubature formulae,Estimating fibre direction distributions of reinforced composites from tomographic images
The distribution of points on the sphere and corresponding cubature formulae,Reverse physically motivated frameworks for investigation of strain energy function in rubber-like elasticity
The distribution of points on the sphere and corresponding cubature formulae,New NIST reference goniospectrometer
The distribution of points on the sphere and corresponding cubature formulae,An anisotropic full-network model with damage surface for the Mullins effect in filled rubbers
The distribution of points on the sphere and corresponding cubature formulae,Spherical harmonic analysis of wavefields using multiple circular sensor arrays
The distribution of points on the sphere and corresponding cubature formulae,Comparison of techniques for binaural navigation of higher-order ambisonic soundfields
The distribution of points on the sphere and corresponding cubature formulae,Directional sources and listeners in interactive sound propagation using reciprocal wave field coding
The distribution of points on the sphere and corresponding cubature formulae,Plane-wave decomposition of acoustical scenes via spherical and cylindrical microphone arrays
The distribution of points on the sphere and corresponding cubature formulae,On the accuracy of numerical integration over the unit sphere applied to full network models
The distribution of points on the sphere and corresponding cubature formulae,Generalization of one‐dimensional material models for the finite element method
The distribution of points on the sphere and corresponding cubature formulae,On high-resolution head-related transfer function measurements: An efficient sampling scheme
The distribution of points on the sphere and corresponding cubature formulae,Integration and cubature methods: A geomathematically oriented course
The distribution of points on the sphere and corresponding cubature formulae,Nearfield binaural synthesis and ambisonics
The distribution of points on the sphere and corresponding cubature formulae,A rubber elasticity and softening model based on chain length statistics
The distribution of points on the sphere and corresponding cubature formulae,Plane-wave decomposition analysis for spherical microphone arrays
The distribution of points on the sphere and corresponding cubature formulae,ACT: A leaf BRDF model taking into account the azimuthal anisotropy of monocotyledonous leaf surface
The distribution of points on the sphere and corresponding cubature formulae,Efficient algorithms for the computation of optimal quadrature points on Riemannian manifolds
The distribution of points on the sphere and corresponding cubature formulae,A full-network rubber elasticity model based on analytical integration
